VEHICULE_ID,VEHICULE_TYPE,VEHICULE_MODELE,VEHICULE_MARQUE,VEHICULE_ENERGIE,VEHICULE_CATEGORIE,VEHICULE_BOITE_VITESSE,VEHICULE_COULEUR,VEHICULE_KM,VEHICULE_MEC,OFFER_EQUIPMENTS_STANDARD_LABELS_LIST,OFFER_EQUIPMENTS_MAIN_LIST,OFFER_OFFER_TAGS_LIST
40631918177,VO,RAV4,Toyota,Essence,4x4 et SUV,Manuelle,Argent,58936,2019-05-10 11:36:46.451612,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
79902490210,VO,5008,Peugeot,Essence,Berline Compacte,Manuelle,Argent,39482,2022-11-27 12:42:40.240060,,"[{""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 2}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 3}]",
13455335011,VO,Golf,Volkswagen,Essence,Berline Compacte,Manuelle,Rouge,82671,2023-04-06 09:33:59.009752,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
99988782693,VO,Tipo,Fiat,Essence,Citadine,Automatique,Blanc,76498,2019-12-21 16:47:31.912978,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}]",
44064489071,VO,Classe C,Mercedes,Hybride,4x4 et SUV,Automatique,Noir,73348,2021-11-27 13:57:12.558139,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 6}]",
11333140080,VO,Kuga,Ford,Essence,Berline Compacte,Manuelle,Rouge,38055,2015-12-17 03:40:22.505626,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 4}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 5}]",
36583620208,VN,Panda,Fiat,Essence,Citadine,Automatique,Argent,855,2015-01-19 21:43:09.947486,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 8}]",
39269056114,VN,Kodiaq,Skoda,Diesel,4x4 et SUV,Manuelle,Blanc,248,2017-11-04 22:50:30.157539,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
71264730741,VN,X1,BMW,Essence,4x4 et SUV,Manuelle,Argent,1042,2017-03-30 11:45:03.375843,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
54470418040,VO,Classe C,Mercedes,Hybride,Berline Compacte,Manuelle,Noir,53197,2017-07-13 16:47:53.518379,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
36478738040,VN,Astra,Opel,Hybride,4x4 et SUV,Manuelle,Bleu,72,2017-12-07 19:55:08.327081,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 8}]",
26761862776,VO,Focus,Ford,Essence,4x4 et SUV,Manuelle,Gris,31115,2022-11-13 13:21:12.018004,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
69830762108,VN,Mazda3,Mazda,Diesel,Berline Compacte,Automatique,Gris,45,2021-01-08 13:16:09.542385,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}]",
31743950469,VN,XC60,Volvo,Diesel,Break,Automatique,Blanc,536,2020-10-31 12:12:25.386346,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 8}]",
77988486792,VN,i30,Hyundai,Essence,Berline Compacte,Manuelle,Noir,538,2023-11-19 06:11:58.379594,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}]",
34051104393,VN,Passat,Volkswagen,Diesel,Citadine,Manuelle,Blanc,405,2023-08-20 20:14:13.413353,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
32826826378,VO,V40,Volvo,Diesel,Break,Automatique,Noir,86111,2015-09-02 22:37:32.363090,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
64852106892,VO,Kona,Hyundai,Diesel,Citadine,Automatique,Noir,70898,2017-05-04 20:00:32.408102,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 5}]",
52732067469,VN,Focus,Ford,Hybride,Berline Compacte,Automatique,Gris,869,2021-12-04 23:29:45.146286,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
58240523922,VO,XC40,Volvo,Essence,Break,Manuelle,Bleu,55712,2021-10-03 12:14:56.624156,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}]",
38130736787,VO,Model Y,Tesla,Diesel,Berline Compacte,Manuelle,Bleu,73478,2023-02-15 06:13:24.801200,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 5}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 6}]",
68707065499,VN,Fabia,Skoda,Diesel,Berline Compacte,Manuelle,Rouge,323,2016-03-25 14:37:53.968492,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 8}]",
15920791197,VN,Classe C,Mercedes,Essence,4x4 et SUV,Manuelle,Noir,968,2019-07-22 15:18:35.378844,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Jantes alliage"", ""is_option"": false, ""label"": ""Jantes alliage"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 7}]",
18442976926,VN,Micra,Nissan,Electrique,4x4 et SUV,Automatique,Gris,815,2018-03-18 02:36:16.744186,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 4}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 5}, {""category"": ""4x4"", ""is_option"": false, ""label"": ""4x4"", ""picto_id"": 6}]",
95416286880,VN,Micra,Nissan,Essence,Citadine,Manuelle,Noir,407,2020-03-20 07:01:39.924981,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 3}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 4}]",
96470826657,VN,Panda,Fiat,Diesel,Citadine,Automatique,Argent,484,2019-10-07 01:54:52.123030,,"[{""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 0}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 1}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 2}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
52826832550,VO,Astra,Opel,Hybride,Berline Compacte,Automatique,Rouge,68345,2022-04-30 06:53:23.000750,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}, {""category"": ""Android Auto"", ""is_option"": false, ""label"": ""Android Auto"", ""picto_id"": 7}]",
90241375911,VN,Q5,Audi,Diesel,Break,Manuelle,Argent,1009,2020-02-13 22:46:10.892723,,"[{""category"": ""Int\u00e9rieur cuir"", ""is_option"": false, ""label"": ""Int\u00e9rieur cuir"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 4}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 5}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 6}]",
46001520295,VO,Model 3,Tesla,Essence,Berline Compacte,Automatique,Gris,63986,2022-01-24 22:33:56.309077,,"[{""category"": ""Toit ouvrant/panoramique"", ""is_option"": false, ""label"": ""Toit ouvrant/panoramique"", ""picto_id"": 0}, {""category"": ""R\u00e9gulateur de vitesse"", ""is_option"": false, ""label"": ""R\u00e9gulateur de vitesse"", ""picto_id"": 1}, {""category"": ""Bluetooth"", ""is_option"": false, ""label"": ""Bluetooth"", ""picto_id"": 2}, {""category"": ""Cam\u00e9ra de recul"", ""is_option"": false, ""label"": ""Cam\u00e9ra de recul"", ""picto_id"": 3}, {""category"": ""GPS"", ""is_option"": false, ""label"": ""GPS"", ""picto_id"": 4}, {""category"": ""Climatisation"", ""is_option"": false, ""label"": ""Climatisation"", ""picto_id"": 5}, {""category"": ""Radar de recul"", ""is_option"": false, ""label"": ""Radar de recul"", ""picto_id"": 6}, {""category"": ""Apple Car Play"", ""is_option"": false, ""label"": ""Apple Car Play"", ""picto_id"": 7}]",
