TYPE_PANIER,DATE_PANIER,LEAD_ID,VEHICULE_ID,AGENCE_LIVRAISON_COM,PRIX_VENTE_TTC_COM,TYPE_LIVRAISON_COM
Reprise,2024-01-19 11:15:42.031134,9044271170628,79056010110,Bordeaux,4272,En Agence
Reprise,2024-01-19 13:56:53.194959,4390553830673,70215831731,Lille,13885,A Domicile
Reprise,2024-01-19 16:38:04.358784,6017557253204,11471103111,Nice,13469,En Agence
Reprise,2024-01-19 19:19:15.522609,5881063545001,61888481849,Paris Nord,3088,En Agence
Reprise,2024-01-19 22:00:26.686434,9530822153638,41150696993,Bordeaux,8622,A Domicile
Reprise,2024-01-20 00:41:37.850259,2434231048052,37023349697,Toulon,9316,A Domicile
Reprise,2024-01-20 03:22:49.014084,3110537365859,83490912771,Lyon,9117,En Agence
Reprise,2024-01-20 06:04:00.177909,3549612631468,43330057078,Toulouse,7536,En Agence
Reprise,2024-01-20 08:45:11.341734,5404571266665,80500771272,Bordeaux,11870,En Agence
Reprise,2024-01-20 11:26:22.505559,7965686958212,12120806251,Marseille,14228,A Domicile
Reprise,2024-01-20 14:07:33.669384,4691371972172,60556534257,Strasbourg,14812,En Agence
Reprise,2024-01-20 16:48:44.833209,9137362352323,96003347733,Lille,9695,En Agence
Reprise,2024-01-20 19:29:55.997034,2358435283341,38651809759,Montpellier,6296,A Domicile
Reprise,2024-01-20 22:11:07.160859,5950073179101,60632050259,Toulon,9534,A Domicile
Reprise,2024-01-21 00:52:18.324684,1071548537975,91942762788,Montpellier,11657,En Agence
Reprise,2024-01-21 03:33:29.488510,8450049781091,83829121195,Toulon,11555,En Agence
Reprise,2024-01-21 06:14:40.652335,1238843317500,35553492902,Lille,6239,En Agence
Reprise,2024-01-21 08:55:51.816160,1868044734788,34698820902,Paris Nord,11610,A Domicile
Reprise,2024-01-21 11:37:02.979985,2719310029439,37029906296,Lille,8833,En Agence
Reprise,2024-01-21 14:18:14.143810,6564139902456,22047305359,Marseille,10894,A Domicile
Reprise,2024-01-21 16:59:25.307635,4153602210212,20122318146,Montpellier,14637,A Domicile
Reprise,2024-01-21 19:40:36.471460,4394389888497,40661403977,Grenoble,3525,A Domicile
Reprise,2024-01-21 22:21:47.635285,5425934939877,59146216252,Marseille,9866,En Agence
Reprise,2024-01-22 01:02:58.799110,1047469720979,87031881999,Lille,9130,A Domicile
Reprise,2024-01-22 03:44:09.962935,8051669675736,60100117678,Paris Nord,3221,A Domicile
Reprise,2024-01-22 06:25:21.126760,6792900710169,72377535174,Toulon,9280,A Domicile
Reprise,2024-01-22 09:06:32.290585,7029009524865,81800868413,Bordeaux,9212,En Agence
Reprise,2024-01-22 11:47:43.454410,7303747617919,17232364611,Toulon,7902,A Domicile
Reprise,2024-01-22 14:28:54.618235,5203640141388,14209211615,Strasbourg,14820,En Agence
Reprise,2024-01-22 17:10:05.782060,5148460990158,82143792498,Bordeaux,14313,En Agence
Reprise,2024-01-22 19:51:16.945885,2719903996711,69726065403,Strasbourg,6692,A Domicile
Reprise,2024-01-22 22:32:28.109710,2699038064142,78410325792,Bordeaux,6807,En Agence
Reprise,2024-01-23 01:13:39.273535,4790315147576,92800981354,Paris Sud,11871,En Agence
Reprise,2024-01-23 03:54:50.437361,8344602651482,32680203567,Nice,3155,En Agence
Reprise,2024-01-23 06:36:01.601186,9909958966300,97909901417,Paris Sud,9640,En Agence
Reprise,2024-01-23 09:17:12.765011,2855764872992,92619251929,Strasbourg,14017,En Agence
Reprise,2024-01-23 11:58:23.928836,6094288060853,26021564278,Grenoble,11387,A Domicile
Reprise,2024-01-23 14:39:35.092661,1962009478382,86076518124,Lyon,9820,En Agence
Reprise,2024-01-23 17:20:46.256486,7313066796374,83295720853,Nice,7571,En Agence
Reprise,2024-01-23 20:01:57.420311,8895315493470,94238459590,Paris Sud,9372,En Agence
Reprise,2024-01-23 22:43:08.584136,1584942758770,52339339874,Toulon,10575,En Agence
Reprise,2024-01-24 01:24:19.747961,8199321146535,43397294923,Toulon,8025,A Domicile
Reprise,2024-01-24 04:05:30.911786,7616454354972,65941730835,Paris Nord,3490,En Agence
Reprise,2024-01-24 06:46:42.075611,3453197261134,69821427742,Marseille,13458,En Agence
Reprise,2024-01-24 09:27:53.239436,9798708781616,85136049007,Montpellier,9164,En Agence
Reprise,2024-01-24 12:09:04.403261,7196719870357,95209862336,Lyon,10110,A Domicile
Reprise,2024-01-24 14:50:15.567086,1770624307431,87140544628,Grenoble,10591,En Agence
Reprise,2024-01-24 17:31:26.730911,6264655667543,97319589462,Grenoble,9251,A Domicile
Reprise,2024-01-24 20:12:37.894736,6788114873953,89591824764,Strasbourg,14598,A Domicile
Reprise,2024-01-24 22:53:49.058561,2713444197586,76527087033,Paris Nord,6421,A Domicile
Reprise,2024-01-25 01:35:00.222386,8714157555979,39467186337,Toulon,9451,A Domicile
Reprise,2024-01-25 04:16:11.386212,9042322433503,98757466909,Montpellier,13496,En Agence
Reprise,2024-01-25 06:57:22.550037,5178450482182,64132623621,Bordeaux,11770,En Agence
Reprise,2024-01-25 09:38:33.713862,5427136267577,73133058833,Rennes,9560,En Agence
Reprise,2024-01-25 12:19:44.877687,5044135171955,97547600128,Toulouse,7106,En Agence
Reprise,2024-01-25 15:00:56.041512,9811568614726,85537631290,Grenoble,12558,En Agence
Reprise,2024-01-25 17:42:07.205337,5194811905207,77859552718,Paris Nord,6496,A Domicile
Reprise,2024-01-25 20:23:18.369162,9022801521961,17005593535,Lille,10512,En Agence
Reprise,2024-01-25 23:04:29.532987,9685126565335,78710450889,Paris Sud,10399,En Agence
Reprise,2024-01-26 01:45:40.696812,2340883696230,41831449892,Marseille,8424,A Domicile
Reprise,2024-01-26 04:26:51.860637,6043949203100,91952605707,Nantes,11379,En Agence
Reprise,2024-01-26 07:08:03.024462,3333447978987,99718787754,Montpellier,4503,En Agence
Reprise,2024-01-26 09:49:14.188287,6763810801783,10960709141,Lille,7111,En Agence
Reprise,2024-01-26 12:30:25.352112,9500998382957,64357839248,Lyon,5771,A Domicile
Reprise,2024-01-26 15:11:36.515937,8315241064985,34326152670,Rennes,14799,En Agence
Reprise,2024-01-26 17:52:47.679762,3637250836013,47211664910,Paris Sud,12223,En Agence
Reprise,2024-01-26 20:33:58.843587,6982375112358,37378408310,Nice,13734,En Agence
Reprise,2024-01-26 23:15:10.007412,4932714231638,45148230069,Strasbourg,4347,En Agence
Reprise,2024-01-27 01:56:21.171237,6852933583625,21680588559,Toulon,12117,En Agence
Reprise,2024-01-27 04:37:32.335063,4271357527849,31518312519,Lille,3308,A Domicile
Reprise,2024-01-27 07:18:43.498888,5690508688430,77589159621,Paris Sud,6566,En Agence
Reprise,2024-01-27 09:59:54.662713,6816999218816,14440452118,Grenoble,14828,A Domicile
Reprise,2024-01-27 12:41:05.826538,1718336418401,79260705638,Montpellier,10616,En Agence
Reprise,2024-01-27 15:22:16.990363,8212893027869,32747766891,Lyon,8786,En Agence
Reprise,2024-01-27 18:03:28.154188,4868571951324,13646017321,Toulouse,5526,A Domicile
Reprise,2024-01-27 20:44:39.318013,7733267478688,62368005308,Grenoble,12996,A Domicile
Reprise,2024-01-27 23:25:50.481838,2916787068355,98383171584,Lyon,11405,En Agence
Reprise,2024-01-28 02:07:01.645663,5976668542146,66207659523,Toulon,7230,En Agence
Reprise,2024-01-28 04:48:12.809488,5849552518031,62608554398,Toulouse,12167,En Agence
Reprise,2024-01-28 07:29:23.973313,4025551555886,18678589059,Grenoble,7506,A Domicile
Reprise,2024-01-28 10:10:35.137138,1524426369679,70317464406,Toulouse,14683,En Agence
Reprise,2024-01-28 12:51:46.300963,4266151341718,93190097417,Lyon,9722,En Agence
Reprise,2024-01-28 15:32:57.464788,5019635859340,67725106576,Paris Sud,14115,En Agence
Reprise,2024-01-28 18:14:08.628613,5052513876310,51477641003,Nice,12527,En Agence
Reprise,2024-01-28 20:55:19.792438,9084484558685,42114147887,Strasbourg,7689,En Agence
Reprise,2024-01-28 23:36:30.956263,8091259622512,90237483744,Toulon,7365,A Domicile
Reprise,2024-01-29 02:17:42.120088,3591358292649,93066292303,Nantes,7480,En Agence
Reprise,2024-01-29 04:58:53.283914,1573915632403,96646345883,Lille,7114,A Domicile
Reprise,2024-01-29 07:40:04.447739,9790043160302,83728273816,Paris Nord,5370,A Domicile
Reprise,2024-01-29 10:21:15.611564,5118233702932,26714881840,Paris Nord,3853,En Agence
Reprise,2024-01-29 13:02:26.775389,3645761585690,42969178094,Paris Nord,9830,En Agence
Reprise,2024-01-29 15:43:37.939214,1525026079120,21000396237,Paris Nord,8096,A Domicile
Reprise,2024-01-29 18:24:49.103039,8970232704957,14990929411,Bordeaux,13737,A Domicile
Reprise,2024-01-29 21:06:00.266864,1835304099726,99252210147,Paris Sud,11384,En Agence
Reprise,2024-01-29 23:47:11.430689,4935823933330,51204789862,Marseille,3988,A Domicile
Reprise,2024-01-30 02:28:22.594514,7609944458632,39030174733,Lille,12478,En Agence
Reprise,2024-01-30 05:09:33.758339,4814985590779,76771479714,Lyon,12544,En Agence
Reprise,2024-01-30 07:50:44.922164,7471810861166,41460023439,Toulon,13612,En Agence
Reprise,2024-01-30 10:31:56.085989,1431044610223,58529067878,Montpellier,4010,A Domicile
Reprise,2024-01-30 13:13:07.249814,1066257674732,77231850502,Nice,6295,En Agence
Reprise,2024-01-30 15:54:18.413639,6174576913622,25624071935,Strasbourg,6641,A Domicile
Reprise,2024-01-30 18:35:29.577464,7029009524865,98196664933,Toulon,3351,En Agence
Reprise,2024-01-30 21:16:40.741289,8715475497180,50034708490,Lille,6151,En Agence
Reprise,2024-01-30 23:57:51.905114,3468267618877,51152161694,Lille,3175,A Domicile
Reprise,2024-01-31 02:39:03.068939,2070035651437,70500910680,Paris Sud,3165,A Domicile
Reprise,2024-01-31 05:20:14.232765,8410328448116,97592292991,Strasbourg,11615,En Agence
Reprise,2024-01-31 08:01:25.396590,4370899369063,19159690009,Strasbourg,12042,En Agence
Reprise,2024-01-31 10:42:36.560415,9201259055869,67463104061,Montpellier,9752,A Domicile
Reprise,2024-01-31 13:23:47.724240,8002417007917,83664016158,Lyon,13652,A Domicile
Reprise,2024-01-31 16:04:58.888065,8519302768100,34487695143,Grenoble,12847,En Agence
Reprise,2024-01-31 18:46:10.051890,4281271102177,57214050931,Toulon,9820,A Domicile
Reprise,2024-01-31 21:27:21.215715,6641397546982,65549337717,Montpellier,11946,A Domicile
Reprise,2024-02-01 00:08:32.379540,3606395712055,64959311548,Paris Nord,8353,A Domicile
Reprise,2024-02-01 02:49:43.543365,5019635859340,70172490933,Paris Nord,10247,En Agence
Reprise,2024-02-01 05:30:54.707190,8189281178961,60941168201,Montpellier,13700,En Agence
Reprise,2024-02-01 08:12:05.871015,9051505013606,38280254686,Grenoble,14814,En Agence
Reprise,2024-02-01 10:53:17.034840,8737931218517,32456267191,Toulon,6835,A Domicile
Reprise,2024-02-01 13:34:28.198665,4879517772295,57214824765,Nice,7241,En Agence
Reprise,2024-02-01 16:15:39.362490,2158068339932,34105070967,Toulon,14145,En Agence
Reprise,2024-02-01 18:56:50.526315,1733913905560,70008243141,Montpellier,7694,A Domicile
Reprise,2024-02-01 21:38:01.690140,1718716551724,30522766333,Nice,6511,En Agence
Reprise,2024-02-02 00:19:12.853965,3364113688006,47572740038,Montpellier,5275,En Agence
Reprise,2024-02-02 03:00:24.017790,1503812623925,53242725737,Marseille,6488,A Domicile
Reprise,2024-02-02 05:41:35.181616,1426273461306,18847709465,Lille,5988,En Agence
Reprise,2024-02-02 08:22:46.345441,3611987442888,78841073560,Lille,8331,A Domicile
Reprise,2024-02-02 11:03:57.509266,7280179605781,92555585940,Nice,12594,En Agence
Reprise,2024-02-02 13:45:08.673091,8814209349908,14448871833,Paris Sud,11097,En Agence
Reprise,2024-02-02 16:26:19.836916,2655562575750,79569137209,Toulon,13117,En Agence
Reprise,2024-02-02 19:07:31.000741,5715494956539,84836049567,Nantes,11823,A Domicile
Reprise,2024-02-02 21:48:42.164566,9764201095606,62960703931,Paris Nord,9025,A Domicile
Reprise,2024-02-03 00:29:53.328391,6600636124796,90967119027,Toulon,4737,En Agence
Reprise,2024-02-03 03:11:04.492216,3232794070168,38098044045,Grenoble,8285,A Domicile
Reprise,2024-02-03 05:52:15.656041,6947431102374,36990794502,Bordeaux,6499,En Agence
Reprise,2024-02-03 08:33:26.819866,7248729210745,75211306229,Nice,6838,En Agence
Reprise,2024-02-03 11:14:37.983691,6321455792961,26992377840,Toulon,4800,En Agence
Reprise,2024-02-03 13:55:49.147516,8221574752675,35773450686,Rennes,12829,A Domicile
Reprise,2024-02-03 16:37:00.311341,3111374552572,94347098045,Bordeaux,9001,En Agence
Reprise,2024-02-03 19:18:11.475166,5241198978160,83253409059,Strasbourg,13490,A Domicile
Reprise,2024-02-03 21:59:22.638991,3974234865898,16666764825,Lille,7413,En Agence
Reprise,2024-02-04 00:40:33.802816,6531410966113,13955890546,Lyon,3544,En Agence
Reprise,2024-02-04 03:21:44.966641,2059587127729,43237714192,Toulouse,5699,A Domicile
Reprise,2024-02-04 06:02:56.130467,2898306423179,93190617491,Montpellier,13358,A Domicile
Reprise,2024-02-04 08:44:07.294292,6378385639075,71905433642,Nantes,13722,En Agence
Reprise,2024-02-04 11:25:18.458117,8915170242367,99368855145,Toulouse,3703,En Agence
Reprise,2024-02-04 14:06:29.621942,5503987492492,93683946334,Lille,12212,A Domicile
Reprise,2024-02-04 16:47:40.785767,5046680650065,92972442529,Toulon,7683,En Agence
Reprise,2024-02-04 19:28:51.949592,8681154383234,30057148155,Rennes,13402,En Agence
Reprise,2024-02-04 22:10:03.113417,5020580163362,47013667471,Marseille,10145,En Agence
Reprise,2024-02-05 00:51:14.277242,9501269172794,78242841811,Paris Nord,7669,A Domicile
Reprise,2024-02-05 03:32:25.441067,7562628843201,36866367511,Montpellier,3372,En Agence
Reprise,2024-02-05 06:13:36.604892,1488364232112,94493660806,Marseille,6154,En Agence
Reprise,2024-02-05 08:54:47.768717,5540318290722,32804272423,Rennes,4468,En Agence
Reprise,2024-02-05 11:35:58.932542,7348351975242,56484985146,Toulouse,7157,En Agence
Reprise,2024-02-05 14:17:10.096367,4735380858262,35244020893,Grenoble,5661,En Agence
Reprise,2024-02-05 16:58:21.260192,3247778522183,26282136578,Toulouse,3094,A Domicile
Reprise,2024-02-05 19:39:32.424017,3744157863991,74878782975,Lyon,13505,En Agence
Reprise,2024-02-05 22:20:43.587842,7248729210745,23383607890,Paris Sud,7529,En Agence
Reprise,2024-02-06 01:01:54.751667,9347629401522,12286550980,Strasbourg,6190,A Domicile
Reprise,2024-02-06 03:43:05.915492,1693186891977,42668352888,Lille,4926,A Domicile
Reprise,2024-02-06 06:24:17.079318,9467473840665,80194181092,Rennes,8033,A Domicile
Reprise,2024-02-06 09:05:28.243143,2719310029439,52826832550,Rennes,3672,A Domicile
Reprise,2024-02-06 11:46:39.406968,5543538268006,88748280180,Marseille,3238,En Agence
Reprise,2024-02-06 14:27:50.570793,8594811204866,79596266194,Lyon,11937,A Domicile
Reprise,2024-02-06 17:09:01.734618,2738444313037,62384436838,Montpellier,5786,A Domicile
Reprise,2024-02-06 19:50:12.898443,5930427722126,46209000256,Rennes,8046,En Agence
Reprise,2024-02-06 22:31:24.062268,8529360329231,67172586193,Paris Nord,9920,En Agence
Reprise,2024-02-07 01:12:35.226093,4379313508500,86771077702,Paris Sud,7901,A Domicile
Reprise,2024-02-07 03:53:46.389918,9906194207032,80128032442,Toulon,12362,En Agence
Reprise,2024-02-07 06:34:57.553743,8730413976065,16079920487,Strasbourg,9497,En Agence
Reprise,2024-02-07 09:16:08.717568,1292389112106,24628002640,Toulouse,10979,A Domicile
Reprise,2024-02-07 11:57:19.881393,4194642570466,52548913865,Toulouse,7413,En Agence
Reprise,2024-02-07 14:38:31.045218,4339151231967,83211893947,Paris Nord,9890,En Agence
Reprise,2024-02-07 17:19:42.209043,6574158448659,21415904505,Strasbourg,3808,A Domicile
Reprise,2024-02-07 20:00:53.372868,7539288219788,43462480668,Toulon,4590,En Agence
Reprise,2024-02-07 22:42:04.536693,4266151341718,87930364339,Toulouse,3718,A Domicile
Reprise,2024-02-08 01:23:15.700518,7202768352577,93407328447,Marseille,5446,En Agence
Reprise,2024-02-08 04:04:26.864343,6454017863356,79816150821,Montpellier,13381,A Domicile
Reprise,2024-02-08 06:45:38.028169,4004957075850,78573959609,Lyon,6549,A Domicile
Reprise,2024-02-08 09:26:49.191994,5257639546211,86225094369,Montpellier,10610,En Agence
Reprise,2024-02-08 12:08:00.355819,4147594671828,30659604859,Toulouse,6757,A Domicile
Reprise,2024-02-08 14:49:11.519644,7217556590180,68285241815,Lyon,10245,En Agence
Reprise,2024-02-08 17:30:22.683469,6216915378158,82766040562,Marseille,12914,En Agence
Reprise,2024-02-08 20:11:33.847294,6591612200498,57335143849,Rennes,13225,En Agence
Reprise,2024-02-08 22:52:45.011119,7311256644681,41570302577,Strasbourg,5658,En Agence
Reprise,2024-02-09 01:33:56.174944,8171939998680,12427558334,Montpellier,13149,A Domicile
Reprise,2024-02-09 04:15:07.338769,9397203067461,13502924654,Nantes,12697,En Agence
Reprise,2024-02-09 06:56:18.502594,8615215098656,25894275563,Grenoble,13376,En Agence
Reprise,2024-02-09 09:37:29.666419,2941248121120,64896245695,Nantes,3275,A Domicile
Reprise,2024-02-09 12:18:40.830244,2744294131065,30537491590,Toulouse,3742,En Agence
Reprise,2024-02-09 14:59:51.994069,7184702548907,22631825710,Strasbourg,9212,En Agence
Reprise,2024-02-09 17:41:03.157894,9224018488517,92503941576,Lille,6232,En Agence
Reprise,2024-02-09 20:22:14.321719,1254644903222,28445957714,Paris Nord,11347,En Agence
Reprise,2024-02-09 23:03:25.485544,1167773846279,94486924085,Lyon,5228,En Agence
Reprise,2024-02-10 01:44:36.649369,8162564276260,77491656982,Strasbourg,9819,A Domicile
Reprise,2024-02-10 04:25:47.813194,2378831652418,51616562436,Paris Nord,10345,En Agence
Reprise,2024-02-10 07:06:58.977020,8776568338755,24597595638,Lille,13217,En Agence
Reprise,2024-02-10 09:48:10.140845,2941086459379,24871673399,Nice,12979,En Agence
Reprise,2024-02-10 12:29:21.304670,9595753977195,40940913058,Paris Nord,8770,En Agence
Reprise,2024-02-10 15:10:32.468495,1897200312960,22617925231,Nice,13128,En Agence
Reprise,2024-02-10 17:51:43.632320,2662605855793,98357671388,Toulon,9777,A Domicile
Reprise,2024-02-10 20:32:54.796145,1972460406130,79422230004,Lille,9833,En Agence
Reprise,2024-02-10 23:14:05.959970,7320556503793,99119223444,Nantes,7715,A Domicile
Reprise,2024-02-11 01:55:17.123795,9118588589873,87403232970,Toulon,5079,A Domicile
Reprise,2024-02-11 04:36:28.287620,1420314033295,57530091941,Toulouse,10190,En Agence
Reprise,2024-02-11 07:17:39.451445,6734353073010,87690741158,Nice,9316,A Domicile
Reprise,2024-02-11 09:58:50.615270,9149820995669,50845019869,Lille,12745,A Domicile
Reprise,2024-02-11 12:40:01.779095,3609570840168,78257690646,Toulon,13645,A Domicile
Reprise,2024-02-11 15:21:12.942920,8743107459776,39279401660,Grenoble,6881,En Agence
Reprise,2024-02-11 18:02:24.106745,1501406170850,28289450522,Rennes,14534,En Agence
Reprise,2024-02-11 20:43:35.270570,6158656906666,66491866297,Marseille,4439,En Agence
Reprise,2024-02-11 23:24:46.434395,9213741881160,80879940682,Bordeaux,6542,En Agence
Reprise,2024-02-12 02:05:57.598220,3561664043400,67927436615,Rennes,6639,En Agence
Reprise,2024-02-12 04:47:08.762045,4815606512505,34017011331,Paris Sud,14719,En Agence
Reprise,2024-02-12 07:28:19.925871,3900321827688,69596687108,Grenoble,5356,En Agence
Reprise,2024-02-12 10:09:31.089696,8908380002565,97402023906,Montpellier,8546,En Agence
Reprise,2024-02-12 12:50:42.253521,1576762051464,47138944386,Montpellier,5897,En Agence
Reprise,2024-02-12 15:31:53.417346,9324640819091,95188738858,Toulon,6954,En Agence
Reprise,2024-02-12 18:13:04.581171,2725706421198,29413652569,Nice,3764,En Agence
Reprise,2024-02-12 20:54:15.744996,1006589520096,32202955647,Lyon,3086,En Agence
Reprise,2024-02-12 23:35:26.908821,6409688278142,33652931560,Nice,6349,En Agence
Reprise,2024-02-13 02:16:38.072646,3223468982747,92658516849,Nantes,5145,En Agence
Reprise,2024-02-13 04:57:49.236471,5596231526778,26153786311,Bordeaux,6042,En Agence
Reprise,2024-02-13 07:39:00.400296,9187959745767,57040162857,Strasbourg,4487,En Agence
Reprise,2024-02-13 10:20:11.564121,9462938972357,79387325527,Lyon,10808,En Agence
Reprise,2024-02-13 13:01:22.727946,7354550527386,66947607872,Lyon,8104,En Agence
Reprise,2024-02-13 15:42:33.891771,6657242640270,82707251358,Paris Nord,7018,En Agence
Reprise,2024-02-13 18:23:45.055596,8718945261651,80849987301,Toulon,14832,En Agence
Reprise,2024-02-13 21:04:56.219421,7959698080528,86136543122,Paris Nord,8161,A Domicile
Reprise,2024-02-13 23:46:07.383246,7524862458476,56101114869,Paris Sud,10987,A Domicile
Reprise,2024-02-14 02:27:18.547071,6180349755024,22977363080,Nantes,9622,En Agence
Reprise,2024-02-14 05:08:29.710896,5732258505029,64270473771,Lille,5543,En Agence
Reprise,2024-02-14 07:49:40.874722,5708504177912,15998963589,Toulouse,7311,A Domicile
Reprise,2024-02-14 10:30:52.038547,2733572344612,71769779386,Bordeaux,9078,A Domicile
Reprise,2024-02-14 13:12:03.202372,4167118792760,13733991233,Marseille,11672,En Agence
Reprise,2024-02-14 15:53:14.366197,5901335909017,32918128315,Marseille,10356,En Agence
Reprise,2024-02-14 18:34:25.530022,8214355053586,66056187051,Nantes,12329,A Domicile
Reprise,2024-02-14 21:15:36.693847,7074904524324,11025387118,Toulon,7029,En Agence
Reprise,2024-02-14 23:56:47.857672,1965234831891,13739902730,Paris Nord,10038,En Agence
Reprise,2024-02-15 02:37:59.021497,3794148203319,67055739251,Toulouse,10319,En Agence
Reprise,2024-02-15 05:19:10.185322,2044912794184,55848439935,Paris Nord,4069,En Agence
Reprise,2024-02-15 08:00:21.349147,6022412014398,14102252098,Marseille,11830,A Domicile
Reprise,2024-02-15 10:41:32.512972,7433187824995,57522294518,Rennes,3909,En Agence
Reprise,2024-02-15 13:22:43.676797,6969895878126,20908671104,Toulouse,14851,A Domicile
Reprise,2024-02-15 16:03:54.840622,4549942374298,41145391916,Toulon,4699,En Agence
Reprise,2024-02-15 18:45:06.004447,4348373991685,24806134442,Montpellier,6417,En Agence
Reprise,2024-02-15 21:26:17.168272,7320992383223,41276238905,Paris Sud,11156,En Agence
Reprise,2024-02-16 00:07:28.332097,2708562051691,28097715687,Bordeaux,4475,A Domicile
Reprise,2024-02-16 02:48:39.495922,4425233424731,79910427784,Grenoble,10197,En Agence
Reprise,2024-02-16 05:29:50.659747,4846677616781,76941338509,Montpellier,4915,A Domicile
Reprise,2024-02-16 08:11:01.823573,5766274509214,58635013305,Montpellier,14311,En Agence
Reprise,2024-02-16 10:52:12.987398,3773644491371,29775677386,Rennes,13483,En Agence
Reprise,2024-02-16 13:33:24.151223,3056505783866,55451299576,Marseille,9463,A Domicile
Reprise,2024-02-16 16:14:35.315048,8444747519557,30546344265,Lyon,11823,En Agence
Reprise,2024-02-16 18:55:46.478873,7272013760949,46186173802,Rennes,11967,A Domicile
Reprise,2024-02-16 21:36:57.642698,5924645364768,59104233958,Toulouse,8983,En Agence
Reprise,2024-02-17 00:18:08.806523,7290917871809,69183095016,Nantes,12634,En Agence
Reprise,2024-02-17 02:59:19.970348,2476683591370,23944881669,Paris Sud,7071,En Agence
Reprise,2024-02-17 05:40:31.134173,9057815055882,33855257359,Nice,13263,En Agence
Reprise,2024-02-17 08:21:42.297998,3812718705034,85120052219,Toulouse,10198,A Domicile
Reprise,2024-02-17 11:02:53.461823,4121096647900,44598197530,Toulon,3620,En Agence
Reprise,2024-02-17 13:44:04.625648,2654137091645,24873476111,Rennes,12377,A Domicile
Reprise,2024-02-17 16:25:15.789473,7810444308546,78518364233,Grenoble,9532,En Agence
Reprise,2024-02-17 19:06:26.953298,2519223225982,86722113746,Nice,10523,En Agence
Reprise,2024-02-17 21:47:38.117123,3785221136701,33380770117,Paris Nord,8523,En Agence
Reprise,2024-02-18 00:28:49.280948,7702619289537,13181260557,Rennes,5703,En Agence
Reprise,2024-02-18 03:10:00.444773,9361728153249,86783811031,Montpellier,3874,En Agence
Reprise,2024-02-18 05:51:11.608598,5527089185135,70925755641,Montpellier,7694,A Domicile
Reprise,2024-02-18 08:32:22.772424,4501800828174,57418325496,Marseille,10306,En Agence
Reprise,2024-02-18 11:13:33.936249,5695695475877,82789796970,Montpellier,8744,En Agence
Reprise,2024-02-18 13:54:45.100074,2505696013458,98655491901,Toulouse,5415,A Domicile
Reprise,2024-02-18 16:35:56.263899,3773644491371,24878674168,Lyon,11918,En Agence
Reprise,2024-02-18 19:17:07.427724,1267975849176,18971617166,Lille,6516,En Agence
Reprise,2024-02-18 21:58:18.591549,1058222198765,22023074288,Lyon,9942,A Domicile
Reprise,2024-02-19 00:39:29.755374,6639318210604,38616022562,Nice,14076,A Domicile
Reprise,2024-02-19 03:20:40.919199,6483038992286,95019103553,Marseille,9874,A Domicile
Reprise,2024-02-19 06:01:52.083024,5345640798434,96557156397,Bordeaux,11412,En Agence
Reprise,2024-02-19 08:43:03.246849,8950548606315,48359939441,Rennes,4228,A Domicile
Reprise,2024-02-19 11:24:14.410674,5879361558333,20432325580,Strasbourg,4516,A Domicile
Reprise,2024-02-19 14:05:25.574499,6324410688762,72524007785,Rennes,3482,A Domicile
Reprise,2024-02-19 16:46:36.738324,9658453223953,42190074267,Paris Sud,5620,En Agence
Reprise,2024-02-19 19:27:47.902149,4346352157905,99555969541,Marseille,5440,En Agence
Reprise,2024-02-19 22:08:59.065974,8498637540281,62780690964,Montpellier,9961,A Domicile
Reprise,2024-02-20 00:50:10.229799,7864886622944,13845827878,Toulon,12724,En Agence
Reprise,2024-02-20 03:31:21.393624,8370981371010,96023283047,Paris Sud,11206,En Agence
Reprise,2024-02-20 06:12:32.557449,9367671495865,23021740236,Lyon,9423,En Agence
Reprise,2024-02-20 08:53:43.721275,4269457122978,22815656783,Lyon,14974,En Agence
Reprise,2024-02-20 11:34:54.885100,6153336348652,90173389456,Nantes,12928,A Domicile
Reprise,2024-02-20 14:16:06.048925,6265948767028,65837472781,Bordeaux,3634,En Agence
Reprise,2024-02-20 16:57:17.212750,2071800637753,32640491277,Paris Sud,9607,En Agence
Reprise,2024-02-20 19:38:28.376575,9684730202415,73417729009,Nice,13719,En Agence
Reprise,2024-02-20 22:19:39.540400,1154582116012,13825116264,Toulouse,4302,En Agence
Reprise,2024-02-21 01:00:50.704225,7305628839669,89822510286,Marseille,8622,A Domicile
Reprise,2024-02-21 03:42:01.868050,8198362895652,73357513990,Grenoble,4683,En Agence
Reprise,2024-02-21 06:23:13.031875,3054267986751,49412038049,Paris Sud,3556,A Domicile
Reprise,2024-02-21 09:04:24.195700,8755652700145,86859477214,Lyon,7214,A Domicile
Reprise,2024-02-21 11:45:35.359525,7995744288786,51098133253,Paris Sud,3291,En Agence
Reprise,2024-02-21 14:26:46.523350,1443155566350,70549107505,Marseille,4928,A Domicile
Reprise,2024-02-21 17:07:57.687175,5424098177052,62011140818,Nice,4450,A Domicile
Reprise,2024-02-21 19:49:08.851000,1661279980133,41812119291,Toulon,13572,En Agence
Reprise,2024-02-21 22:30:20.014825,5477298426670,23480390717,Nice,7540,En Agence
Reprise,2024-02-22 01:11:31.178650,6531410966113,69853105741,Toulon,3917,En Agence
Reprise,2024-02-22 03:52:42.342475,4315040601328,32973954489,Lyon,5692,En Agence
